,년도,분기,자치구,행정동,전체세대수,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대
402,2020,1,송파구,잠실7동,3469,519,820,900,952,216,46
403,2020,1,송파구,잠실2동,11958,1801,1883,3088,4282,742,134
404,2020,1,송파구,잠실3동,12180,1906,2561,3278,3565,693,129
405,2020,1,송파구,장지동,12540,3543,3034,2803,2413,585,127
406,2020,1,송파구,위례동,9028,1055,1773,2317,2919,768,163
407,2020,1,강동구,강일동,11231,2352,2657,2242,2742,997,202
408,2020,1,강동구,상일동,9586,1764,2006,2430,2683,583,89
409,2020,1,강동구,명일1동,9931,2296,2394,2386,2259,464,99
410,2020,1,강동구,명일2동,5983,1176,1082,1372,1851,388,75
411,2020,1,강동구,고덕1동,8974,1595,1567,2332,2772,559,108
412,2020,1,강동구,고덕2동,8059,2078,1856,1863,1850,333,53
413,2020,1,강동구,암사2동,6302,1921,1518,1349,1204,237,58
414,2020,1,강동구,암사3동,6332,1098,1384,1604,1695,414,89
415,2020,1,강동구,천호1동,12820,5248,3012,2338,1701,406,83
416,2020,1,강동구,천호3동,13660,6763,2909,2098,1458,331,77
417,2020,1,강동구,성내1동,8150,2415,1886,1817,1579,362,67
418,2020,1,강동구,성내2동,12638,6427,2737,1908,1183,292,66
419,2020,1,강동구,성내3동,10417,4034,2345,1899,1663,383,71
420,2020,1,강동구,둔촌1동,164,115,20,11,14,2,2
421,2020,1,강동구,둔촌2동,11227,3642,2520,2319,2187,447,82
422,2020,1,강동구,암사1동,16145,6236,3746,3080,2408,527,106
423,2020,1,강동구,천호2동,17658,8623,3976,2626,1874,422,104
424,2020,1,강동구,길동,20742,8633,4491,3670,2969,734,179
425,2020,2,종로구,사직동,4717,2373,935,673,536,147,30
426,2020,2,종로구,삼청동,1370,729,252,182,140,43,19
427,2020,2,종로구,부암동,4346,1686,972,745,689,177,50
428,2020,2,종로구,평창동,7517,2428,1753,1470,1352,396,69
429,2020,2,종로구,무악동,3203,764,717,736,757,188,26
430,2020,2,종로구,교남동,4595,1658,1090,918,755,138,25
431,2020,2,종로구,가회동,2074,956,433,348,243,63,22
432,2020,2,종로구,종로1·2·3·4가동,5232,4149,523,286,204,49,14
433,2020,2,종로구,종로5·6가동,3406,2353,520,285,180,57,8
434,2020,2,종로구,이화동,4463,2725,805,462,343,98,21
435,2020,2,종로구,창신1동,2952,1766,571,317,208,72,15
436,2020,2,종로구,창신2동,4137,1983,908,622,445,135,35
437,2020,2,종로구,창신3동,2905,944,689,634,454,151,28
438,2020,2,종로구,숭인1동,2990,1397,658,459,355,95,20
439,2020,2,종로구,숭인2동,5871,3915,921,519,386,104,22
440,2020,2,종로구,청운효자동,5395,2043,1135,991,915,234,54
441,2020,2,종로구,혜화동,9324,5634,1459,1050,875,217,66
442,2020,2,중구,소공동,1131,631,219,160,98,17,3
443,2020,2,중구,회현동,3083,2025,442,302,222,65,16
444,2020,2,중구,명동,1589,1109,220,141,81,24,7
445,2020,2,중구,필동,2338,1480,422,214,157,50,10
446,2020,2,중구,장충동,2761,1791,432,240,208,65,19
447,2020,2,중구,광희동,3075,2003,536,283,186,46,16
448,2020,2,중구,을지로동,1358,1081,165,62,35,10,5
449,2020,2,중구,신당5동,5363,2643,1188,761,578,145,36
450,2020,2,중구,황학동,6935,3787,1498,898,579,133,32
451,2020,2,중구,중림동,5860,2513,1299,1035,778,178,42
452,2020,2,중구,신당동,4515,2840,830,439,312,68,21
453,2020,2,중구,다산동,6991,3193,1661,1028,853,186,46
454,2020,2,중구,약수동,7828,2914,2082,1492,1014,235,68
455,2020,2,중구,청구동,6359,2478,1531,1164,904,219,48
456,2020,2,중구,동화동,4168,1155,973,902,834,219,60
457,2020,2,용산구,후암동,8594,4104,1772,1367,970,283,69
458,2020,2,용산구,용산2가동,5427,2844,1196,744,479,132,23
459,2020,2,용산구,남영동,5450,4217,609,301,244,63,10
460,2020,2,용산구,원효로2동,6018,2144,1304,1189,1035,253,66
461,2020,2,용산구,효창동,4329,1519,998,849,708,184,57
462,2020,2,용산구,용문동,5412,1985,1313,1037,809,210,43
463,2020,2,용산구,이촌1동,10356,2213,2314,2672,2417,555,134
464,2020,2,용산구,이촌2동,3848,1318,1046,804,495,139,33
465,2020,2,용산구,이태원1동,3839,2237,740,446,300,78,30
466,2020,2,용산구,이태원2동,4955,2674,1038,653,432,113,38
467,2020,2,용산구,서빙고동,5316,1739,1131,955,1069,343,61
468,2020,2,용산구,보광동,7724,4167,1686,997,662,168,35
469,2020,2,용산구,청파동,11028,6570,2031,1215,888,246,53
470,2020,2,용산구,원효로1동,7956,3791,1693,1260,954,210,33
471,2020,2,용산구,한강로동,10005,5719,1857,1227,925,193,59
472,2020,2,용산구,한남동,11329,6164,2365,1443,985,274,63
473,2020,2,성동구,왕십리2동,7626,2933,1751,1415,1178,263,68
474,2020,2,성동구,마장동,10912,4941,2329,1729,1449,340,84
475,2020,2,성동구,사근동,7696,5510,992,567,471,123,24
476,2020,2,성동구,행당1동,6617,2767,1410,1229,950,201,37
477,2020,2,성동구,행당2동,9482,2409,2420,2205,1930,391,96
478,2020,2,성동구,응봉동,6145,1624,1421,1442,1292,294,56
479,2020,2,성동구,금호1가동,6687,2173,1667,1464,1072,240,56
480,2020,2,성동구,금호4가동,6463,2208,1619,1435,951,196,37
481,2020,2,성동구,성수1가1동,7602,3148,1672,1297,1186,229,56
482,2020,2,성동구,성수1가2동,6632,3032,1414,1095,844,194,42
483,2020,2,성동구,성수2가1동,8512,4174,1823,1285,954,222,41
484,2020,2,성동구,성수2가3동,5751,3009,1093,770,660,162,45
485,2020,2,성동구,송정동,5578,2829,1173,799,587,154,31
486,2020,2,성동구,용답동,6901,4202,1207,741,579,125,35
487,2020,2,성동구,왕십리도선동,11909,4519,2553,2370,1940,405,85
488,2020,2,성동구,금호2·3가동,10362,3673,2589,2102,1568,313,85
489,2020,2,성동구,옥수동,11062,3269,2839,2607,1811,412,87
490,2020,2,광진구,화양동,16608,13187,1977,747,565,93,27
491,2020,2,광진구,군자동,10981,6307,2051,1351,977,225,48
492,2020,2,광진구,중곡1동,8153,4105,1848,1162,808,171,40
493,2020,2,광진구,중곡2동,10604,4705,2472,1711,1320,308,66
494,2020,2,광진구,중곡3동,8538,4148,1942,1284,886,227,42
495,2020,2,광진구,중곡4동,13257,4991,3177,2578,1936,436,99
496,2020,2,광진구,능동,6473,3691,1324,745,517,146,42
497,2020,2,광진구,구의1동,12089,6709,2419,1533,1096,251,66
498,2020,2,광진구,구의2동,11645,4232,2619,2277,1936,442,93
499,2020,2,광진구,구의3동,12218,4173,2608,2456,2342,503,100
500,2020,2,광진구,광장동,12073,2249,1972,3031,3923,693,156
501,2020,2,광진구,자양1동,11646,5895,2441,1640,1298,295,58
502,2020,2,광진구,자양2동,11285,4089,2620,2161,1878,410,96
503,2020,2,광진구,자양3동,11111,2965,2509,2442,2561,478,114
504,2020,2,광진구,자양4동,9626,5088,2047,1317,893,224,39
505,2020,2,동대문구,회기동,6209,4089,907,576,473,127,27
506,2020,2,동대문구,휘경1동,7123,3867,1276,944,780,200,40
507,2020,2,동대문구,휘경2동,11762,5716,2137,1806,1613,381,85
508,2020,2,동대문구,청량리동,10495,5089,2358,1522,1139,301,74
509,2020,2,동대문구,용신동,17906,10992,3174,1927,1387,338,62
510,2020,2,동대문구,제기동,13181,7121,2656,1680,1262,351,85
511,2020,2,동대문구,전농1동,15170,7485,3037,2378,1738,426,72
512,2020,2,동대문구,전농2동,7751,2278,1844,1701,1447,372,83
513,2020,2,동대문구,답십리2동,12981,4658,3211,2465,2068,452,98
514,2020,2,동대문구,장안1동,17976,7722,3943,3113,2442,595,123
515,2020,2,동대문구,장안2동,13925,4778,3092,2890,2444,549,130
516,2020,2,동대문구,이문1동,10512,6452,1713,1090,958,217,59
517,2020,2,동대문구,이문2동,8642,2999,1930,1667,1548,368,94
518,2020,2,동대문구,답십리1동,12818,5020,2706,2425,2036,481,111
519,2020,2,중랑구,면목2동,12333,5696,2796,1893,1508,355,68
520,2020,2,중랑구,면목4동,9121,3919,2142,1598,1117,272,55
521,2020,2,중랑구,면목5동,4521,1918,1088,791,569,125,23
522,2020,2,중랑구,면목7동,10573,4454,2569,1798,1379,288,66
523,2020,2,중랑구,상봉1동,10345,3244,2436,2219,1993,359,70
524,2020,2,중랑구,상봉2동,11395,6777,2258,1315,829,158,41
525,2020,2,중랑구,중화1동,9083,3343,2255,1768,1344,298,46
526,2020,2,중랑구,중화2동,13989,7372,3143,1896,1205,302,50
527,2020,2,중랑구,묵1동,14860,5009,3364,3051,2616,635,138
528,2020,2,중랑구,묵2동,9262,3998,2169,1627,1103,291,60
529,2020,2,중랑구,망우3동,8457,3771,2032,1417,965,218,44
530,2020,2,중랑구,신내1동,14887,3597,3508,3142,3334,1050,186
531,2020,2,중랑구,신내2동,9071,2887,2317,1965,1518,302,61
532,2020,2,중랑구,면목본동,17744,8595,4046,2668,1920,420,68
533,2020,2,중랑구,면목3·8동,12787,5830,2994,2098,1478,300,64
534,2020,2,중랑구,망우본동,14882,6986,3260,2342,1764,417,88
535,2020,2,성북구,돈암1동,6247,1782,1603,1342,1162,273,70
536,2020,2,성북구,돈암2동,8682,1694,1862,2209,2233,526,108
537,2020,2,성북구,안암동,9409,6217,1449,881,682,137,33
538,2020,2,성북구,보문동,7946,3825,1613,1283,964,210,39
539,2020,2,성북구,정릉1동,7520,2249,1655,1707,1456,341,80
540,2020,2,성북구,정릉2동,9719,3087,2388,2023,1699,386,99
541,2020,2,성북구,정릉3동,7946,4216,1614,1043,817,197,44
542,2020,2,성북구,정릉4동,10982,3778,2614,2185,1831,443,92
543,2020,2,성북구,길음1동,12814,2554,2480,3187,3704,711,136
544,2020,2,성북구,길음2동,7109,2405,1519,1481,1338,296,54
545,2020,2,성북구,월곡1동,10858,3289,2512,2273,2126,524,99
546,2020,2,성북구,월곡2동,9542,4421,1941,1469,1286,329,72
547,2020,2,성북구,장위1동,9091,3522,2186,1638,1319,326,70
548,2020,2,성북구,장위2동,6575,2724,1638,1153,793,210,46
549,2020,2,성북구,장위3동,7413,2453,1607,1585,1409,281,62
550,2020,2,성북구,성북동,8192,3887,1779,1222,930,270,72
551,2020,2,성북구,삼선동,11808,5852,2324,1639,1517,379,72
552,2020,2,성북구,동선동,9354,6046,1489,934,662,167,42
553,2020,2,성북구,종암동,17296,6612,3648,3179,2954,726,134
554,2020,2,성북구,석관동,16561,6783,3963,3008,2172,485,111
555,2020,2,강북구,번1동,10430,5640,2219,1413,899,203,46
556,2020,2,강북구,번2동,7652,2881,2103,1435,919,240,58
557,2020,2,강북구,번3동,7613,2392,2194,1504,1161,278,70
558,2020,2,강북구,수유1동,10402,4810,2373,1653,1167,308,66
559,2020,2,강북구,수유2동,9672,3591,2537,1787,1302,352,79
560,2020,2,강북구,수유3동,12944,7165,2633,1752,1086,247,41
561,2020,2,강북구,삼양동,11436,4625,2761,2017,1531,394,78
562,2020,2,강북구,미아동,11593,5981,2476,1655,1128,285,51
563,2020,2,강북구,송중동,14046,5912,3228,2433,1889,454,97
564,2020,2,강북구,송천동,13785,6385,3280,2110,1584,348,60
565,2020,2,강북구,삼각산동,11781,2623,2535,2775,3061,620,126
566,2020,2,강북구,우이동,9553,3674,2492,1715,1248,320,77
567,2020,2,강북구,인수동,14652,5800,3725,2704,1793,469,126
568,2020,2,도봉구,쌍문1동,9429,3239,2383,1886,1429,383,85
569,2020,2,도봉구,쌍문2동,8657,3133,2225,1698,1225,290,63
570,2020,2,도봉구,쌍문3동,7908,3265,1928,1397,1018,244,41
571,2020,2,도봉구,쌍문4동,7184,1567,1656,1724,1794,364,62
572,2020,2,도봉구,방학1동,12778,4727,3024,2363,1992,527,107
573,2020,2,도봉구,방학2동,9573,3874,2386,1745,1182,302,69
574,2020,2,도봉구,방학3동,10072,1828,2493,2523,2499,556,133
575,2020,2,도봉구,창1동,10935,3692,2671,2232,1875,366,75
576,2020,2,도봉구,창2동,12424,3860,3171,2650,2108,482,102
577,2020,2,도봉구,창3동,6676,2681,1663,1177,886,220,35
578,2020,2,도봉구,창4동,10679,2912,2437,2368,2338,494,99
579,2020,2,도봉구,창5동,10139,2912,2431,2255,2013,409,85
580,2020,2,도봉구,도봉1동,10349,4316,2704,1758,1180,299,58
581,2020,2,도봉구,도봉2동,12163,4134,3130,2502,1813,440,110
582,2020,2,노원구,월계1동,10579,4557,2239,1758,1574,379,56
583,2020,2,노원구,월계2동,12083,4153,3155,2366,1867,433,88
584,2020,2,노원구,월계3동,13016,3955,3556,2834,2076,459,105
585,2020,2,노원구,공릉2동,16409,5708,3177,3270,3384,694,123
586,2020,2,노원구,하계1동,11768,4345,2398,2140,2304,454,89
587,2020,2,노원구,하계2동,8282,1719,1802,1983,2262,435,66
588,2020,2,노원구,중계본동,8789,1993,1415,1930,2665,647,107
589,2020,2,노원구,중계1동,9085,1423,1370,2397,3274,536,61
590,2020,2,노원구,중계4동,8456,2610,1999,1665,1706,378,73
591,2020,2,노원구,상계1동,15627,4477,3766,3343,3081,773,145
592,2020,2,노원구,상계2동,8753,3219,1750,1634,1689,346,90
593,2020,2,노원구,상계5동,10925,4001,2665,2103,1663,394,76
594,2020,2,노원구,상계8동,9291,2437,2285,2279,1915,318,44
595,2020,2,노원구,상계9동,8462,2118,2202,2027,1739,308,52
596,2020,2,노원구,상계10동,6607,1796,1768,1487,1316,180,43
597,2020,2,노원구,상계3·4동,12219,4679,3025,2207,1726,451,97
598,2020,2,노원구,상계6·7동,13926,4272,3351,3000,2703,498,74
599,2020,2,노원구,중계2·3동,15411,5053,4088,3053,2604,514,79
600,2020,2,노원구,공릉1동,18209,8430,3719,2930,2434,536,127
601,2020,2,은평구,녹번동,17255,6858,4228,3196,2289,538,110
602,2020,2,은평구,불광1동,17948,6772,4422,3463,2563,557,128
603,2020,2,은평구,갈현1동,11239,4815,2693,1933,1388,324,66
604,2020,2,은평구,갈현2동,12617,4410,3070,2554,1992,449,106
605,2020,2,은평구,구산동,13329,4341,3205,2769,2259,594,107
606,2020,2,은평구,대조동,14112,7179,3052,2041,1401,313,102
607,2020,2,은평구,응암1동,12767,5234,2921,2240,1845,407,88
608,2020,2,은평구,응암2동,10843,3013,2602,2548,2075,462,98
609,2020,2,은평구,신사1동,11794,3903,2958,2403,1951,443,105
610,2020,2,은평구,신사2동,9101,3203,2204,1750,1481,346,92
611,2020,2,은평구,증산동,6893,2537,1736,1230,1057,268,47
612,2020,2,은평구,수색동,3770,1385,899,715,580,143,42
613,2020,2,은평구,진관동,21616,6238,4226,4275,4956,1482,359
614,2020,2,은평구,불광2동,13887,6145,3341,2323,1567,406,78
615,2020,2,은평구,응암3동,12698,6049,2928,1934,1371,306,77
616,2020,2,은평구,역촌동,20795,7702,5018,4014,3084,748,167
617,2020,2,서대문구,천연동,8164,3314,1768,1502,1232,275,51
618,2020,2,서대문구,홍제1동,10391,3586,2468,2074,1735,410,85
619,2020,2,서대문구,홍제3동,7103,2723,1689,1309,1050,265,53
620,2020,2,서대문구,홍제2동,5898,1821,1429,1263,1076,249,42
621,2020,2,서대문구,홍은1동,9592,3217,2275,1880,1683,400,107
622,2020,2,서대문구,홍은2동,12274,4919,2851,2172,1767,399,125
623,2020,2,서대문구,남가좌1동,5928,1425,1182,1483,1448,303,67
624,2020,2,서대문구,남가좌2동,13099,5004,2866,2503,2145,447,108
625,2020,2,서대문구,북가좌1동,6987,1620,1699,1618,1586,363,82
626,2020,2,서대문구,북가좌2동,14752,5645,3589,2692,2140,553,103
627,2020,2,서대문구,충현동,9183,4851,1777,1209,1019,240,67
628,2020,2,서대문구,북아현동,7542,2860,1709,1517,1170,233,36
629,2020,2,서대문구,신촌동,12893,9797,1506,797,583,142,45
630,2020,2,서대문구,연희동,19517,10416,3737,2556,2077,551,138
631,2020,2,마포구,용강동,9197,3250,1958,1900,1629,362,71
632,2020,2,마포구,대흥동,8216,5153,1360,831,697,140,24
633,2020,2,마포구,염리동,5658,2441,1200,962,830,181,33
634,2020,2,마포구,신수동,10214,3923,2192,1958,1693,350,69
635,2020,2,마포구,서교동,14808,9547,2466,1447,1030,240,53
636,2020,2,마포구,합정동,9691,5232,2084,1248,862,195,47
637,2020,2,마포구,망원1동,10586,5114,2457,1462,1197,273,63
638,2020,2,마포구,망원2동,8467,3231,2040,1440,1399,281,57
639,2020,2,마포구,연남동,8818,5144,1696,1020,700,209,29
640,2020,2,마포구,성산1동,9448,4376,2070,1454,1154,294,67
641,2020,2,마포구,성산2동,19020,8317,3990,3164,2783,599,133
642,2020,2,마포구,상암동,12809,4355,2541,2451,2580,701,136
643,2020,2,마포구,도화동,9570,3644,2058,1789,1600,372,80
644,2020,2,마포구,서강동,11696,5287,2222,1987,1749,363,63
645,2020,2,마포구,공덕동,19099,8931,4030,3031,2458,496,117
646,2020,2,마포구,아현동,10247,3211,2294,2424,1907,315,68
647,2020,2,양천구,목1동,10568,1606,1819,2962,3392,626,115
648,2020,2,양천구,목2동,13225,4806,2978,2532,2236,517,115
649,2020,2,양천구,목3동,10042,3731,2421,1972,1510,301,76
650,2020,2,양천구,목4동,10118,3017,1929,2108,2421,509,102
651,2020,2,양천구,신월1동,10130,4445,2400,1742,1173,291,64
652,2020,2,양천구,신월2동,8506,2443,2057,1855,1583,433,97
653,2020,2,양천구,신월3동,8136,4020,1815,1177,821,243,49
654,2020,2,양천구,신월4동,6917,1583,1662,1656,1533,365,99
655,2020,2,양천구,신월5동,6453,2227,1548,1269,1064,251,75
656,2020,2,양천구,신월6동,4723,1115,1156,1123,1058,218,44
657,2020,2,양천구,신월7동,9225,3133,2637,1799,1307,269,57
658,2020,2,양천구,신정1동,7206,1410,1263,1682,2301,459,72
659,2020,2,양천구,신정2동,7123,1576,1305,1561,2152,452,62
660,2020,2,양천구,신정3동,17913,4637,4194,3872,3943,1027,183
661,2020,2,양천구,신정6동,8222,1057,1506,2290,2758,489,98
662,2020,2,양천구,신정7동,11567,3001,2630,2609,2723,487,83
663,2020,2,양천구,목5동,13572,1670,2141,3725,5031,803,139
664,2020,2,양천구,신정4동,16031,6991,3627,2709,2057,506,108
665,2020,2,강서구,염창동,15757,3931,3185,3802,3964,727,112
666,2020,2,강서구,등촌1동,12463,6777,2379,1642,1323,267,53
667,2020,2,강서구,등촌2동,8762,2769,2075,1825,1582,383,97
668,2020,2,강서구,등촌3동,14985,6000,3963,2613,1936,371,80
669,2020,2,강서구,화곡본동,16679,7343,3818,2785,2092,516,84
670,2020,2,강서구,화곡2동,8231,2939,2088,1632,1168,333,48
671,2020,2,강서구,화곡3동,9455,3381,2189,1831,1541,391,99
672,2020,2,강서구,화곡4동,9695,3697,2474,1828,1311,299,64
673,2020,2,강서구,화곡6동,12164,5718,2542,1896,1554,344,83
674,2020,2,강서구,화곡8동,11784,4594,3072,2124,1549,352,67
675,2020,2,강서구,가양1동,19497,12467,2659,2093,1752,422,79
676,2020,2,강서구,가양2동,8112,4158,2146,1075,553,124,37
677,2020,2,강서구,가양3동,7929,3304,2415,1360,652,156,33
678,2020,2,강서구,발산1동,13646,2875,3032,3095,3558,903,136
679,2020,2,강서구,공항동,12780,5700,2723,2075,1750,427,81
680,2020,2,강서구,방화1동,17515,5002,3964,3636,3711,960,189
681,2020,2,강서구,방화2동,11628,5612,2592,1706,1267,339,84
682,2020,2,강서구,방화3동,11328,4741,2856,1957,1354,315,84
683,2020,2,강서구,화곡1동,26704,12725,6199,4314,2624,639,146
684,2020,2,강서구,우장산동,16138,3887,3238,3681,4271,829,172
685,2020,2,구로구,신도림동,13425,3051,2980,3306,3264,629,145
686,2020,2,구로구,구로1동,8346,2270,1909,1857,1868,361,58
687,2020,2,구로구,구로3동,13178,7672,2275,1607,1246,292,60
688,2020,2,구로구,구로4동,10626,5195,2515,1597,1031,216,53
689,2020,2,구로구,구로5동,14646,7120,3020,2181,1783,405,100
690,2020,2,구로구,고척1동,9596,3059,2231,1901,1880,415,90
691,2020,2,구로구,고척2동,11612,3845,2758,2326,2099,449,114
692,2020,2,구로구,개봉2동,12580,3251,3303,2893,2385,565,140
693,2020,2,구로구,개봉3동,8911,2687,2402,1906,1496,332,68
694,2020,2,구로구,오류1동,11610,5892,2472,1644,1219,297,60
695,2020,2,구로구,수궁동,9899,2956,2623,2088,1653,455,101
696,2020,2,구로구,가리봉동,5971,4088,1012,481,290,79,14
697,2020,2,구로구,구로2동,12704,6282,2947,1829,1213,325,78
698,2020,2,구로구,개봉1동,13849,4949,3454,2591,2147,545,124
699,2020,2,구로구,오류2동,15550,4435,3954,3057,2969,909,165
700,2020,2,구로구,항동,5864,1440,1303,1465,1300,296,47
701,2020,2,금천구,가산동,14456,10527,1936,1080,702,153,49
702,2020,2,금천구,독산1동,21047,10498,4124,3053,2592,604,129
703,2020,2,금천구,독산2동,9304,4142,2261,1510,1074,254,49
704,2020,2,금천구,독산3동,12455,5978,2866,1839,1380,307,66
705,2020,2,금천구,독산4동,7665,3471,1814,1204,872,244,45
706,2020,2,금천구,시흥1동,15972,6899,3689,2652,2103,500,88
707,2020,2,금천구,시흥2동,8424,2137,2075,1837,1755,451,131
708,2020,2,금천구,시흥3동,4757,1511,1291,945,749,213,39
709,2020,2,금천구,시흥4동,9117,3213,2314,1730,1419,332,74
710,2020,2,금천구,시흥5동,9373,3944,2395,1528,1124,290,72
711,2020,2,영등포구,여의동,13729,4195,3079,2949,2725,570,152
712,2020,2,영등포구,당산1동,10721,5553,2180,1521,1112,262,71
713,2020,2,영등포구,당산2동,18049,9079,3125,2783,2402,496,121
714,2020,2,영등포구,양평1동,9088,4554,2029,1310,939,187,47
715,2020,2,영등포구,양평2동,10126,4157,2172,1797,1599,314,66
716,2020,2,영등포구,신길1동,10364,6489,1817,1077,748,185,38
717,2020,2,영등포구,신길3동,7650,3026,1659,1488,1141,288,35
718,2020,2,영등포구,신길4동,4327,1976,984,719,486,136,21
719,2020,2,영등포구,신길5동,4937,1955,1141,900,716,183,26
720,2020,2,영등포구,신길6동,8565,3888,1879,1367,1099,249,57
721,2020,2,영등포구,신길7동,7881,2242,1658,1686,1807,393,70
722,2020,2,영등포구,대림1동,6379,3101,1436,915,730,149,36
723,2020,2,영등포구,대림2동,6865,3798,1520,842,514,142,35
724,2020,2,영등포구,대림3동,10453,4079,2518,1889,1490,357,85
725,2020,2,영등포구,영등포본동,10228,4666,2047,1673,1459,311,52
726,2020,2,영등포구,영등포동,18003,13109,2332,1300,1006,204,39
727,2020,2,영등포구,도림동,9384,4643,2073,1388,979,234,51
728,2020,2,영등포구,문래동,13038,3997,2848,2840,2660,548,113
729,2020,2,동작구,노량진2동,7262,4287,1457,821,535,123,31
730,2020,2,동작구,상도1동,21593,10065,3987,3653,3043,658,135
731,2020,2,동작구,상도2동,12775,5211,2712,2261,2032,431,101
732,2020,2,동작구,상도3동,12046,5390,2663,1998,1536,336,90
733,2020,2,동작구,상도4동,13712,5874,3107,2386,1822,428,71
734,2020,2,동작구,사당1동,13246,7749,2647,1525,1053,205,55
735,2020,2,동작구,사당3동,10541,3547,2423,2162,1832,434,94
736,2020,2,동작구,사당4동,7153,3321,1618,1107,868,183,38
737,2020,2,동작구,사당5동,6503,2536,1456,1255,1007,202,37
738,2020,2,동작구,대방동,17229,7137,3275,2877,3040,699,149
739,2020,2,동작구,신대방1동,10116,3879,1998,1762,1915,443,91
740,2020,2,동작구,신대방2동,9424,4350,1759,1475,1378,352,83
741,2020,2,동작구,흑석동,14397,5599,3060,2774,2313,527,96
742,2020,2,동작구,노량진1동,15596,7361,3200,2459,1956,480,103
743,2020,2,동작구,사당2동,11944,4198,2962,2395,1824,439,100
744,2020,2,관악구,보라매동,12466,6082,2753,1848,1388,309,62
745,2020,2,관악구,청림동,6566,2021,1668,1412,1147,244,55
746,2020,2,관악구,행운동,17453,10989,2975,1753,1320,315,81
747,2020,2,관악구,낙성대동,11105,7929,1469,845,639,170,38
748,2020,2,관악구,중앙동,9724,6508,1587,825,618,146,30
749,2020,2,관악구,인헌동,14245,7916,2731,1772,1390,343,61
750,2020,2,관악구,남현동,9478,4879,1910,1381,983,240,61
751,2020,2,관악구,서원동,14209,9155,2599,1330,848,201,63
752,2020,2,관악구,신원동,10793,6526,2131,1143,784,155,38
753,2020,2,관악구,서림동,14453,9503,2287,1345,977,259,57
754,2020,2,관악구,신사동,13607,8579,2341,1371,1034,220,49
755,2020,2,관악구,신림동,17212,14197,1927,623,356,84,20
756,2020,2,관악구,난향동,6434,1944,1560,1291,1237,299,76
757,2020,2,관악구,조원동,10541,6742,1833,984,751,183,27
758,2020,2,관악구,대학동,16191,12172,1831,1129,817,184,48
759,2020,2,관악구,은천동,16075,7100,3486,2583,2224,509,134
760,2020,2,관악구,성현동,12492,3960,2989,2482,2381,545,95
761,2020,2,관악구,청룡동,22094,15581,2996,1725,1367,330,71
762,2020,2,관악구,난곡동,12971,5346,3198,2232,1696,385,85
763,2020,2,관악구,삼성동,11429,4765,2776,1872,1496,401,90
764,2020,2,관악구,미성동,14177,5620,3259,2543,2087,536,87
765,2020,2,서초구,서초1동,9345,3927,1801,1566,1505,390,118
766,2020,2,서초구,서초2동,8575,3873,1535,1442,1329,297,76
767,2020,2,서초구,서초3동,13880,6034,2720,2284,2061,556,151
768,2020,2,서초구,서초4동,11060,2370,1943,2606,3326,634,117
769,2020,2,서초구,잠원동,13667,4660,2567,2870,2887,535,101
770,2020,2,서초구,반포본동,4136,762,832,977,1253,238,52
771,2020,2,서초구,반포1동,14389,6406,2216,2357,2629,582,143
772,2020,2,서초구,반포2동,5123,686,853,1299,1719,452,86
773,2020,2,서초구,반포3동,7525,1394,1491,1977,2119,430,74
774,2020,2,서초구,반포4동,7319,1901,1500,1776,1601,390,113
775,2020,2,서초구,방배본동,7964,2200,1576,1705,1881,450,108
776,2020,2,서초구,방배1동,7720,2991,1762,1386,1193,283,77
777,2020,2,서초구,방배2동,8707,3073,2143,1621,1408,354,68
778,2020,2,서초구,방배3동,8366,2256,1886,1891,1793,385,108
779,2020,2,서초구,방배4동,9796,3447,2038,1828,1890,437,118
780,2020,2,서초구,양재1동,18283,6105,4022,3482,3299,1040,250
781,2020,2,서초구,양재2동,10808,5054,2251,1600,1398,374,91
782,2020,2,서초구,내곡동,7335,2173,1843,1547,1300,326,104
783,2020,2,강남구,신사동,7391,2918,1552,1290,1228,286,74
784,2020,2,강남구,논현1동,14443,9612,2513,1171,818,228,69
785,2020,2,강남구,논현2동,11440,6315,2090,1544,1155,243,70
786,2020,2,강남구,삼성1동,6042,2111,1266,1174,1099,287,68
787,2020,2,강남구,삼성2동,13490,5908,2314,2256,2355,478,119
788,2020,2,강남구,대치1동,7394,579,925,1965,3094,654,135
789,2020,2,강남구,대치4동,10216,5405,1679,1365,1378,291,73
790,2020,2,강남구,역삼1동,23850,17134,3486,1638,1170,309,78
791,2020,2,강남구,역삼2동,15690,6522,2325,2812,3221,612,141
792,2020,2,강남구,도곡1동,8652,2639,1583,1863,2055,385,86
793,2020,2,강남구,도곡2동,11843,2199,2315,2997,3457,699,127
794,2020,2,강남구,개포1동,2713,834,606,534,569,131,28
795,2020,2,강남구,개포4동,7768,2978,1598,1466,1323,312,63
796,2020,2,강남구,일원본동,8160,1461,1534,2005,2579,463,91
797,2020,2,강남구,일원1동,7499,3196,1778,1254,935,263,60
798,2020,2,강남구,일원2동,7392,2291,1797,1542,1440,274,35
799,2020,2,강남구,수서동,7881,3457,2332,1185,672,180,40
800,2020,2,강남구,세곡동,17978,5954,3967,3269,3330,1080,289
801,2020,2,강남구,압구정동,10723,3010,2387,2404,2214,531,133
802,2020,2,강남구,청담동,11891,4772,2308,2209,1947,478,109
803,2020,2,강남구,대치2동,12950,2490,2083,3229,4179,789,124
